"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
1215,21.07244,-156.929479,"(21.07244, -156.92947900000001)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",28.40044619276705 km
1216,21.07351,-158.232773,"(21.07351, -158.232773)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",30.774011499392092 km
1217,21.07365,-157.306249,"(21.07365, -157.306249)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",47.237315005337976 km
1218,21.07407,-156.059491,"(21.074070000000003, -156.05949099999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",31.44294604536377 km
1219,21.07851,-156.439899,"(21.07851, -156.439899)",Alamo/National Kahului Airport,20.89664,-156.44294,"(20.896639999999998, -156.44294)",20.138559061931346 km
1220,21.08017,-159.323661,"(21.080170000000003, -159.32366100000002)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",88.88259803426348 km
1221,21.08344,-157.393953,"(21.08344, -157.393953)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",38.870678902535374 km
1222,21.08677,-159.062467,"(21.08677, -159.062467)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",95.68595232876004 km
1223,21.08967,-156.587672,"(21.08967, -156.587672)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",12.171423312131132 km
1224,21.09049,-157.380972,"(21.09049, -157.38097199999999)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",39.584718404935245 km
1225,21.0931,-155.261609,"(21.0931, -155.26160900000002)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",110.86386605606079 km
1226,21.09314,-157.407613,"(21.09314, -157.407613)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",37.094101428907315 km
1227,21.09409,-159.225624,"(21.094089999999998, -159.225624)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",89.32326740203901 km
1228,21.09597,-159.370693,"(21.09597, -159.370693)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",86.6115244097366 km
1229,21.09681,-155.254895,"(21.09681, -155.254895)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",111.57340717807489 km
1230,21.09774,-157.192138,"(21.097739999999998, -157.192138)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",49.924507937242616 km
1231,21.09822,-155.062405,"(21.09822, -155.062405)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",123.15832875163399 km
1232,21.09834,-156.306049,"(21.09834, -156.306049)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",18.70592305476212 km
1233,21.0988,-157.140879,"(21.0988, -157.140879)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",46.929897404328905 km
1234,21.10198,-155.15696,"(21.101979999999998, -155.15696)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",117.58563082921026 km
1235,21.102,-157.459635,"(21.101999999999997, -157.45963500000002)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",32.11876385707559 km
1236,21.10392,-155.129032,"(21.103920000000002, -155.129032)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",119.44661743605295 km
1237,21.10631,-158.631521,"(21.10631, -158.631521)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",58.25063343498349 km
1238,21.10809,-156.856926,"(21.10809, -156.856926)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",23.930790413119436 km
1239,21.10856,-158.476258,"(21.10856, -158.476258)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",44.310911325676045 km
1240,21.10948,-155.212039,"(21.109479999999998, -155.21203899999998)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",115.10213049421505 km
1241,21.11019,-158.758952,"(21.11019, -158.758952)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",69.31226034944636 km
1242,21.11249,-158.157483,"(21.11249, -158.157483)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",24.4947667185665 km
1243,21.11291,-155.412569,"(21.11291, -155.412569)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",96.4890235058469 km
1244,21.11407,-159.308929,"(21.11407, -159.308929)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",85.39406108543177 km
1245,21.11426,-157.971151,"(21.11426, -157.971151)",Kakaako Piano Lot Parking Facility,21.293448,-157.8605849,"(21.293448, -157.86058490000002)",22.92159922326245 km
1246,21.11521,-155.267622,"(21.11521, -155.267622)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",111.31183861087115 km
1247,21.11541,-156.116993,"(21.11541, -156.11699299999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",29.452256381370574 km
1248,21.1162,-158.971266,"(21.1162, -158.97126599999999)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",88.93280806690687 km
1249,21.11625,-155.269913,"(21.11625, -155.269913)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",111.09872250118015 km
1250,21.11991,-155.942562,"(21.11991, -155.942562)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",44.52449636930337 km
1251,21.11992,-156.488003,"(21.11992, -156.488003)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",21.87632253609932 km
1252,21.12017,-155.809572,"(21.12017, -155.809572)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",57.09423630191644 km
1253,21.12062,-159.1286,"(21.120620000000002, -159.1286)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",89.58825927353662 km
1254,21.12137,-156.767398,"(21.121370000000002, -156.767398)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",17.809384260621915 km
1255,21.12443,-156.487019,"(21.12443, -156.487019)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",22.26333577200606 km
1256,21.12457,-159.249144,"(21.124570000000002, -159.249144)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",85.46199466998429 km
1257,21.12551,-157.781238,"(21.125510000000002, -157.781238)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",16.214447864749427 km
1258,21.1284,-155.707531,"(21.1284, -155.70753100000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",67.35764291378221 km
1259,21.13126,-155.163694,"(21.13126, -155.163694)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",119.86546922197427 km
1260,21.13156,-155.112269,"(21.13156, -155.112269)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",122.94616135271134 km
1261,21.13168,-158.566595,"(21.13168, -158.566595)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",51.1356882987365 km
1262,21.13234,-159.17825,"(21.13234, -159.17825)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",86.63426098078959 km
1263,21.13463,-155.950199,"(21.134629999999998, -155.950199)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",44.6300163061248 km
1264,21.13502,-157.025027,"(21.13502, -157.025027)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",40.32361851461603 km
1265,21.13544,-156.939053,"(21.13544, -156.939053)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",32.60660172213222 km
1266,21.1366,-157.572732,"(21.1366, -157.572732)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",20.857537118621696 km
1267,21.13954,-155.762931,"(21.13954, -155.762931)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",62.38875488810973 km
1268,21.14163,-158.36779,"(21.14163, -158.36778999999999)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",33.07086069289666 km
1269,21.14435,-155.497962,"(21.14435, -155.497962)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",88.6888181038826 km
1270,21.14484,-155.338555,"(21.14484, -155.338555)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",104.75954566007945 km
1271,21.14641,-155.286807,"(21.14641, -155.286807)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",110.04178282226545 km
1272,21.14644,-155.051268,"(21.14644, -155.051268)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",128.06433427862163 km
1273,21.14704,-157.712262,"(21.14704, -157.712262)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",14.502785946044034 km
1274,21.15552,-155.121293,"(21.155520000000003, -155.12129299999998)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",124.56725026337668 km
1275,21.1574,-158.052962,"(21.1574, -158.052962)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",19.09020846909781 km
1276,21.15832,-156.069101,"(21.15832, -156.069101)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",36.33101139336094 km
1277,21.15879,-157.202755,"(21.15879, -157.202755)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",53.84567960812711 km
1278,21.15948,-155.452917,"(21.15948, -155.45291699999999)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",93.64485124679808 km
1279,21.15969,-157.723283,"(21.159689999999998, -157.723283)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",13.213671343339634 km
1280,21.16085,-157.554719,"(21.16085, -157.554719)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",20.33010521609662 km
1281,21.16111,-158.02365,"(21.16111, -158.02365)",Ewa Town Center,21.333873,-158.024426,"(21.333873, -158.024426)",19.128533809676647 km
1282,21.16195,-157.73218,"(21.16195, -157.73218)",Kahala Resort,21.27185,-157.77365,"(21.27185, -157.77365)",12.907337396727923 km
1283,21.16491,-158.184147,"(21.16491, -158.184147)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",19.51851375271505 km
1284,21.16513,-155.55302,"(21.165129999999998, -155.55302)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",83.86925221011185 km
1285,21.16705,-157.537079,"(21.16705, -157.537079)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",21.37090116737307 km
1286,21.16985,-159.213475,"(21.16985, -159.213475)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",81.57601598653523 km
1287,21.17022,-156.632343,"(21.17022, -156.632343)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",19.013972985986978 km
1288,21.17181,-158.521413,"(21.17181, -158.521413)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",44.72509062780013 km
1289,21.17184,-155.388562,"(21.17184, -155.388562)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",100.4515455079772 km
1290,21.17249,-157.049856,"(21.17249, -157.049856)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",44.55785778634484 km
1291,21.1734,-158.490712,"(21.1734, -158.490712)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",42.066559513323284 km
1292,21.17393,-159.429319,"(21.17393, -159.429319)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",77.6839321854649 km
1293,21.17464,-155.026125,"(21.17464, -155.026125)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",132.13196216035857 km
1294,21.17591,-155.994855,"(21.175910000000002, -155.994855)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",43.40784938548356 km
1295,21.17601,-155.262701,"(21.17601, -155.262701)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",113.22169915847549 km
1296,21.17753,-157.438896,"(21.177529999999997, -157.438896)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",29.834798381828207 km
1297,21.17794,-158.04429,"(21.17794, -158.04429)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",17.076372635370483 km
1298,21.1785,-156.393582,"(21.1785, -156.393582)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",28.56571608593923 km
1299,21.17853,-156.094285,"(21.17853, -156.094285)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",36.171167260179324 km
1300,21.17915,-157.096958,"(21.17915, -157.096958)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",49.201075782780336 km
1301,21.17963,-157.788941,"(21.17963, -157.788941)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",10.170402872760127 km
1302,21.18123,-158.884875,"(21.18123, -158.884875)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",77.88104213189429 km
1303,21.18199,-157.929403,"(21.18199, -157.929403)",Kakaako Piano Lot Parking Facility,21.293448,-157.8605849,"(21.293448, -157.86058490000002)",14.259147568994317 km
1304,21.18404,-156.381492,"(21.18404, -156.38149199999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",28.853317509020837 km
1305,21.18485,-158.985999,"(21.18485, -158.985999)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",87.60768528171022 km
1306,21.18551,-158.512265,"(21.18551, -158.51226499999999)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",43.07441325219728 km
1307,21.1865,-155.952838,"(21.1865, -155.95283799999999)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",47.577859574767764 km
1308,21.18667,-156.589412,"(21.18667, -156.589412)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",21.785604041485474 km
1309,21.18675,-156.945459,"(21.18675, -156.945459)",The Kahana Gateway Shopping Center,20.97192,-156.67813,"(20.97192, -156.67813)",36.57125978393942 km
1310,21.18825,-158.66508,"(21.18825, -158.66508000000002)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",56.70365147094807 km
1311,21.18969,-158.392726,"(21.18969, -158.392726)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",32.20980157561585 km
1312,21.18977,-158.636071,"(21.189770000000003, -158.636071)",Kamahamaha Schools Community Learning Center,21.40689,-158.17091,"(21.40689, -158.17091000000002)",53.921527088064046 km
1313,21.18983,-155.304751,"(21.18983, -155.304751)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",109.3727397553703 km
1314,21.19487,-155.843674,"(21.19487, -155.843674)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",57.54760684532872 km
1315,21.19502,-155.489479,"(21.19502, -155.48947900000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",91.17308871015949 km
1316,21.19553,-157.384603,"(21.195529999999998, -157.384603)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",34.547892877506186 km
1317,21.19792,-158.838642,"(21.19792, -158.838642)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",72.73703944515196 km
1318,21.19844,-157.652644,"(21.198439999999998, -157.65264399999998)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",10.372872149670643 km
1319,21.19847,-156.813844,"(21.19847, -156.813844)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",27.487723092081154 km
1320,21.19879,-155.127397,"(21.19879, -155.127397)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",127.47215834572748 km
1321,21.1996,-158.838203,"(21.1996, -158.838203)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",72.6267029543146 km
1322,21.20084,-158.062946,"(21.20084, -158.06294599999998)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",14.171853998456188 km
1323,21.20247,-159.556808,"(21.20247, -159.55680800000002)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",75.18954010836558 km
1324,21.20382,-157.361857,"(21.20382, -157.36185700000001)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",36.61322275846981 km
1325,21.20457,-155.10235,"(21.20457, -155.10235)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",130.1502580547548 km
1326,21.20571,-157.195825,"(21.20571, -157.195825)",Koko Marina Shopping Center,21.2778781,-157.7056172,"(21.277878100000002, -157.70561719999998)",53.517315230644705 km
1327,21.20607,-158.81091,"(21.20607, -158.81091)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",69.72747010473988 km
1328,21.20696,-155.931818,"(21.206960000000002, -155.931818)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",50.68331133585089 km
1329,21.20792,-157.759423,"(21.20792, -157.759423)",Kahala Resort,21.27185,-157.77365,"(21.27185, -157.77365)",7.230758142610257 km
